symbol,shortName,description,exchange,market,type,lotSize,faceValue,cfiCode,cancellation,minStep,roundTo,rating,marginBuy,marginSell,marginRate,priceStep,priceMax,priceMin,theorPrice,theorPriceLimit,volatility,currency,nominalCurrency,settlementCurrency,underlyingCurrency,ISIN,yield,board,primaryBoard,tradingStatus,tradingStatusInfo,complexProductCategory,priceMultiplier,priceShownUnits
RU000A102RB2,НКК 12,Новая концесс. компания 12,MOEX,FOND,CORP,1,1340.45,DBXXXX,2049-11-11T00:00:00.0000000,0.01,2,0,60.1,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A102RB2,,TQCB,TQCB,17,нормальный период торгов,16,13.4045,1
RU000A107CD9,БалтЛизБП9,Балтийский лизинг ООО БО-П09,MOEX,FOND,CORP,1,875.0,DBXXXX,2026-12-11T00:00:00.0000000,0.01,2,0,98.01,0.0,0.0,0,155.55,66.67,0,0,0,RUB,RUB,RUB,RUB,RU000A107CD9,,TQCB,TQCB,17,нормальный период торгов,6,8.75,1
RU000A102SK1,Боржоми1Р1,Боржоми Финанс 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-02-20T00:00:00.0000000,0.01,2,0,99.6,99.6,1.0,0,102.09,97.11,0,0,0,RUB,RUB,RUB,RUB,RU000A102SK1,340.86,TQCB,TQCB,18,нет торгов или торги закрыты,6,10.0,1
RU000A106RZ2,СФО БКС 07,СФО БКС Структурные Ноты 07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-09-14T00:00:00.0000000,0.01,2,0,80.05,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A106RZ2,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A1006Z4,СГБ 03,СЕВЕРГАЗБАНК 03,MOEX,FOND,CORP,1,10000000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,0,0.0,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A1006Z4,,TQCB,TQCB,17,нормальный период торгов,0,100000.0,1
RU000A101HF6,СберИОС223,СберИОС 001Р-223R 4.5Y O.G.90%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-09-09T00:00:00.0000000,0.01,2,0,122.2,114.35,0.0,0,177.52,76.09,0,0,0,RUB,RUB,RUB,RUB,RU000A101HF6,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A101WT6,СберИОС287,СберИОС 001Р-287R 5Г SBERDVTI,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-08-07T00:00:00.0000000,0.01,2,0,95.7,98.19,0.0,0,136.64,58.57,0,0,0,RUB,RUB,RUB,RUB,RU000A101WT6,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A106TU9,СберИОС585,СберИОС 001Р-585R IMOEX КС,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-10-01T00:00:00.0000000,0.01,2,0,91.6,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A106TU9,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A103T47,СибурХБО06,СИБУР Холдинг БО-06,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-10-03T00:00:00.0000000,0.0001,4,0,95.01,97.2,0.0,0,107.2763,88.5519,0,0,0,RUB,RUB,RUB,USD,RU000A103T47,7.35,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A102EF1,Роснфт3P01,ПАО НК Роснефть 003P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2030-11-14T00:00:00.0000000,0.01,2,0,102.02,101.0,0.0,0,112.46,99.61,0,0,0,RUB,RUB,RUB,RUB,RU000A102EF1,3.87,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A0UD6H2,ВТБ С1-474,Банк ВТБ (ПАО) С-1-474,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-05-07T00:00:00.0000000,0.01,2,0,100.47,104.48,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0UD6H2,,TQCB,TQCB,18,нет торгов или торги закрыты,0,10.0,1
RU000A0ZYJJ3,Роснфт2P2,ПАО НК Роснефть 002P-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-11-24T00:00:00.0000000,0.01,2,0,100.5,0.0,0.0,0,103.44,89.8,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYJJ3,6.27,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A101L96,ЕврХимБ1Р7,ЕвроХим МХК АО БО-001Р-07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-04-10T00:00:00.0000000,0.01,2,0,92.01,0.0,0.0,0,96.91,90.25,0,0,0,RUB,RUB,RUB,RUB,RU000A101L96,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A103K38,ГПБ Т2-04Д,Банк ГПБ ГПБ-Т2-04Д,MOEX,FOND,CORP,1,150000.0,DBXXXX,2032-05-14T00:00:00.0000000,0.0001,4,0,47.5,100.0,0.0,0,110.5516,47.3793,0,0,0,RUB,RUB,RUB,USD,RU000A103K38,,TQCB,TQCB,17,нормальный период торгов,0,1500.0,1
RU000A0ZZNL8,Сферфин1P2,Сфера финансов БО-01Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2033-05-05T00:00:00.0000000,0.01,2,0,99.9,100.0,0.0,0,139.85,59.94,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZNL8,12.37,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102TD4,СберИОС423,СберИОС 001Р-423R 5Г МФН,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-03-25T00:00:00.0000000,0.01,2,0,79.3,81.96,0.0,0,113.58,48.69,0,0,0,RUB,RUB,RUB,RUB,RU000A102TD4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A1037F1,АЛЬФАБ2Р13,АЛЬФА-БАНК Б2Р13,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-10T00:00:00.0000000,0.01,2,0,93.0,0.0,0.0,0,99.41,92.11,0,0,0,RUB,RUB,RUB,RUB,RU000A1037F1,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A105M67,ЧеркизБ1P6,ГруппаЧеркизово БО-001Р-06,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-12-09T00:00:00.0000000,0.01,2,0,90.01,0.0,0.0,0,94.4,80.32,0,0,0,RUB,RUB,RUB,RUB,RU000A105M67,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
XS2058684619,BCS12/24-2,BCS SP Plc Series 59,MOEX,FOND,CORP,1,100000.0,DBXXXX,2024-12-30T00:00:00.0000000,0.01,2,0,63.66,77.9,0.0,0,138.29,59.27,0,0,0,RUB,RUB,RUB,RUB,XS2058684619,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A103TZ5,ВТБ Б1-244,Банк ВТБ (ПАО) Б-1-244,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-07-24T00:00:00.0000000,0.01,2,0,80.74,101.0,0.0,0,127.58,54.68,0,0,0,RUB,RUB,RUB,RUB,RU000A103TZ5,2.25,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0UD6S9,ВТБ С1-483,Банк ВТБ (ПАО) С-1-483,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-05-26T00:00:00.0000000,0.01,2,0,108.0,108.98,0.0,0,110.7,105.3,0,0,0,RUB,RUB,RUB,RUB,RU000A0UD6S9,,TQCB,TQCB,18,нет торгов или торги закрыты,0,10.0,1
RU000A1070V9,СФО БКС 10,СФО БКС Структурные Ноты 10,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-27T00:00:00.0000000,0.01,2,0,80.1,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A1070V9,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A101XH9,РСетиМР1P3,ПАО Россети Моск.рег. БО1Р03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-07-16T00:00:00.0000000,0.01,2,0,99.62,100.1,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A101XH9,-91.41,TQCB,TQCB,18,нет торгов или торги закрыты,,10.0,1
RU000A1038U8,Сбер Sb28R,Сбербанк ПАО 001Р-SBER28,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-06-15T00:00:00.0000000,0.01,2,0,88.8,0.0,0.0,0,91.09,79.88,0,0,0,RUB,RUB,RUB,RUB,RU000A1038U8,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
XS2417535650,BCS06/25-A,BCS SP Plc Series 234,MOEX,FOND,CORP,1,100000.0,DBXXXX,2025-06-01T00:00:00.0000000,0.01,2,0,0.0,0.0,0.0,0,136.6,58.55,0,0,0,RUB,RUB,RUB,RUB,XS2417535650,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A1070U1,СФО БКС 09,СФО БКС Структурные Ноты 09,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-04T00:00:00.0000000,0.01,2,0,80.05,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A1070U1,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A0JS4J1,ЗСД 03,Запад.скор.диаметр АО об.03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2032-02-06T00:00:00.0000000,0.01,2,0,96.01,112.74,0.0,0,116.94,90.85,0,0,0,RUB,RUB,RUB,RUB,RU000A0JS4J1,7.77,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105UE3,Титан-5 В,ИА Титан-5 В,MOEX,FOND,CORP,1,1000.0,DBXXXX,2050-06-26T00:00:00.0000000,0.01,2,0,97.0,0.0,0.0,0,225.82,96.79,0,0,0,RUB,RUB,RUB,RUB,RU000A105UE3,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102267,СберИОС325,СберИОС 001Р-325R SX5E_asn 4Г,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-09-25T00:00:00.0000000,0.01,2,0,123.6,162.01,0.0,0,173.32,74.29,0,0,0,RUB,RUB,RUB,RUB,RU000A102267,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A102GV3,ИАДОМ Б1P1,ДОМ.РФ Ипотечный агент БО 1P1,MOEX,FOND,CORP,1,456.76,DBXXXX,2045-10-28T00:00:00.0000000,0.01,2,0,80.0,0.0,0.0,0,78.48,60.97,0,0,0,RUB,RUB,RUB,RUB,RU000A102GV3,,TQCB,TQCB,17,нормальный период торгов,,4.5676,1
RU000A0JU2L7,ФСК РС-27,ФСК Россети(ПАО)-обл. сер.27,MOEX,FOND,CORP,1,1000.0,DBXXXX,2048-06-30T00:00:00.0000000,0.01,2,0,55.0,0.0,0.0,0,77.15,33.07,0,0,0,RUB,RUB,RUB,RUB,RU000A0JU2L7,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A0JVFD4,БашнфтБО4,"ПАО ""АНК ""Башнефть"" БО-04",MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-05-19T00:00:00.0000000,0.01,2,0,97.01,108.0,0.0,0,112.19,96.42,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVFD4,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A102RR8,Сбер Sb23R,Сбербанк ПАО 001Р-SBER23,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-11-08T00:00:00.0000000,0.01,2,0,97.5,0.0,0.0,0,100.92,93.52,0,0,0,RUB,RUB,RUB,RUB,RU000A102RR8,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A101KE3,ВТБ Б-1-65,Банк ВТБ (ПАО) Б-1-65,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-03-25T00:00:00.0000000,0.01,2,0,87.57,95.16,0.0,0,122.6,52.55,0,0,0,RUB,RUB,RUB,RUB,RU000A101KE3,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A103AP6,СберИОС449,СберИОС 001Р-449R 7Г РБЧ-М,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-07-24T00:00:00.0000000,0.01,2,0,61.3,93.0,0.0,0,99.97,42.85,0,0,0,RUB,RUB,RUB,RUB,RU000A103AP6,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A106BQ5,МТС 1P-25,Мобильные ТелеСистемы 001P-25,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-12-01T00:00:00.0000000,0.01,2,0,93.05,0.0,0.0,0,95.8,84.86,0,0,0,RUB,RUB,RUB,RUB,RU000A106BQ5,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A107043,Автодор6Р2,Автодор ГК БО-006Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-10-08T00:00:00.0000000,0.01,2,0,99.6,100.04,0.0,0,102.54,97.54,0,0,0,RUB,RUB,RUB,RUB,RU000A107043,15.24,TQCB,TQCB,18,нет торгов или торги закрыты,6,10.0,1
RU000A0ZYFS2,ТрансФ1P05,ТрансФин-М ПАО 001P-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-11-03T00:00:00.0000000,0.01,2,0,91.01,101.48,0.0,0,140.01,60.01,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYFS2,12.08,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107S69,СберИОС607,СберИОС 001Р-607R 2Y PLZL,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-02-27T00:00:00.0000000,0.01,2,0,106.11,118.99,0.0,0,166.43,71.33,0,0,0,RUB,RUB,RUB,RUB,RU000A107S69,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A0ZYGB6,АльфаБО-22,Альфа-Банк АО обл. БО-22,MOEX,FOND,CORP,1,1000.0,DBXXXX,2032-12-04T00:00:00.0000000,0.01,2,0,99.01,99.99,0.0,0,103.24,94.24,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYGB6,5.84,TQCB,TQCB,18,нет торгов или торги закрыты,6,10.0,1
RU000A0UD6R1,ВТБ С1-482,Банк ВТБ (ПАО) С-1-482,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-06-03T00:00:00.0000000,0.01,2,0,102.0,104.4,0.0,0,104.55,99.45,0,0,0,RUB,RUB,RUB,RUB,RU000A0UD6R1,,TQCB,TQCB,18,нет торгов или торги закрыты,0,10.0,1
RU000A103JB7,СберИОС462,СберИОС 001Р-462R 5Г SBRIF ИНД,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-09-03T00:00:00.0000000,0.01,2,0,82.0,85.91,0.0,0,118.29,50.7,0,0,0,RUB,RUB,RUB,RUB,RU000A103JB7,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A104T04,МТС 1P-19,Мобильные ТелеСистемы 001P-19,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-05-07T00:00:00.0000000,0.01,2,0,98.75,0.0,0.0,0,100.47,91.71,0,0,0,RUB,RUB,RUB,RUB,RU000A104T04,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0ZZW77,ИА БСПБ2 1,ИА БСПБ 2 ООО об. 01,MOEX,FOND,CORP,1,88.66,DBXXXX,2045-12-10T00:00:00.0000000,0.01,2,0,136.48,163.54,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZW77,,TQCB,TQCB,18,нет торгов или торги закрыты,,0.8866,1
RU000A1032N6,СберИОС436,СберИОС 001Р-436R 5Y СМШ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-06-04T00:00:00.0000000,0.01,2,0,81.3,114.75,0.0,0,114.65,49.14,0,0,0,RUB,RUB,RUB,RUB,RU000A1032N6,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A104YD0,ГПБ-КИ-07,ГПБ (АО) ГПБ-КИ-07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-03-30T00:00:00.0000000,0.01,2,0,60.22,101.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A104YD0,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A102HK4,СберИОС387,СберИОС 001Р-387R 5Г ВП,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-12-17T00:00:00.0000000,0.01,2,0,81.2,78.9,0.0,0,116.61,49.98,0,0,0,RUB,RUB,RUB,RUB,RU000A102HK4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
XS2028880115,BCS06/24-7,BCS SP Plc Series 51,MOEX,FOND,CORP,1,100000.0,DBXXXX,2024-07-01T00:00:00.0000000,0.01,2,0,61.67,74.94,0.0,0,128.14,54.92,0,0,0,RUB,RUB,RUB,RUB,XS2028880115,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A103RV8,СберИОС472,СберИОС 001Р-472R 5Г РБЧ-М,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-10-21T00:00:00.0000000,0.01,2,0,72.01,80.69,0.0,0,112.86,48.37,0,0,0,RUB,RUB,RUB,RUB,RU000A103RV8,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0NNEN5,ВТБ Б1-200,Банк ВТБ (ПАО) Б-1-200,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-08-24T00:00:00.0000000,0.01,2,0,96.06,100.48,0.0,0,135.43,58.05,0,0,0,RUB,RUB,RUB,RUB,RU000A0NNEN5,13.74,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A102GA7,РЖД 1Б-07,РЖД 001Б-07,MOEX,FOND,CORP,1,1000000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,0,0.0,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A102GA7,,TQCB,TQCB,17,нормальный период торгов,0,10000.0,1
RU000A102D38,СберИОС368,СберИОС 001Р-368R 5Г СРВП,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-25T00:00:00.0000000,0.01,2,0,87.3,89.88,0.0,0,126.13,54.06,0,0,0,RUB,RUB,RUB,RUB,RU000A102D38,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A1072W3,ВТБ С1-782,Банк ВТБ (ПАО) С-1-782,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-11T00:00:00.0000000,0.01,2,0,102.0,105.5,0.0,0,107.11,101.89,0,0,0,RUB,RUB,RUB,RUB,RU000A1072W3,-1.72,TQCB,TQCB,18,нет торгов или торги закрыты,0,10.0,1
RU000A101Y18,РЖД 1Б-02,РЖД 001Б-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,0,86.96,87.2,0.0,0,98.73,75.16,0,0,0,RUB,RUB,RUB,RUB,RU000A101Y18,18.22,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A1020G5,СберИОС314,СберИОС 001Р-314R 5Г SBERDVTI,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-04T00:00:00.0000000,0.01,2,0,93.7,96.34,0.0,0,133.98,57.43,0,0,0,RUB,RUB,RUB,RUB,RU000A1020G5,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A106S37,ГазпКап2P5,Газпром капитал БО-002Р-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-08-17T00:00:00.0000000,0.01,2,0,95.0,0.0,0.0,0,106.55,93.44,0,0,0,RUB,RUB,RUB,RUB,RU000A106S37,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A108DG8,СберИОС620,СберИОС 001Р-620R 5Г AC TCSG,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-06-11T00:00:00.0000000,0.01,2,0,90.0,99.9,0.0,0,139.73,59.89,0,0,0,RUB,RUB,RUB,RUB,RU000A108DG8,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A0JVBX1,ЗенитБО-09,"""Банк Зенит"" (ПАО) БО-09",MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-03-27T00:00:00.0000000,0.01,2,0,94.05,97.38,0.0,0,99.81,92.95,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVBX1,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1015U6,СберИОС176,СберИОС 001Р-176R 4.5Y OG 100%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-13T00:00:00.0000000,0.01,2,0,126.9,178.99,0.0,0,179.75,77.04,0,0,0,RUB,RUB,RUB,RUB,RU000A1015U6,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0NNEP0,ВТБ Б1-201,Банк ВТБ (ПАО) Б-1-201,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-08-24T00:00:00.0000000,0.01,2,0,113.35,127.0,0.0,0,168.0,72.01,0,0,0,RUB,RUB,RUB,RUB,RU000A0NNEP0,-51.1,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A106U41,ВТБ Б1-339,Банк ВТБ (ПАО) Б-1-339,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-16T00:00:00.0000000,0.01,2,0,89.93,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A106U41,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A103UP4,СберИОС476,СберИОС 001Р-476R 5Г ТЕХ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-02T00:00:00.0000000,0.01,2,0,72.7,75.65,0.0,0,103.33,44.29,0,0,0,RUB,RUB,RUB,RUB,RU000A103UP4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
XS1675776014,BCS PFGR,BCS SP Plc Series 2017-9,MOEX,FOND,CORP,1,100000.0,DBXXXX,2027-08-23T00:00:00.0000000,0.01,2,0,73.48,119.5,0.0,0,140.41,60.18,0,0,0,RUB,RUB,RUB,RUB,XS1675776014,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A106TV7,ВымпелК3Р4,Вымпел-Коммуникации 003Р-04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-03-09T00:00:00.0000000,0.01,2,0,73.01,89.0,0.0,0,84.6,68.44,0,0,0,RUB,RUB,RUB,RUB,RU000A106TV7,11.39,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
XS2143253495,BCS06/25-4,BCS SP Plc Series 89,MOEX,FOND,CORP,1,100000.0,DBXXXX,2025-06-30T00:00:00.0000000,0.01,2,0,65.51,79.99,0.0,0,134.27,57.55,0,0,0,RUB,RUB,RUB,RUB,XS2143253495,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A1043G7,Сегежа2P2R,ГК Сегежа 002P-02R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2036-11-04T00:00:00.0000000,0.01,2,0,88.0,0.0,0.0,0,123.22,52.82,0,0,0,RUB,RUB,RUB,RUB,RU000A1043G7,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0JXFY6,ГазпромКБ6,Газпром капитал ООО БО-06,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-02-03T00:00:00.0000000,0.01,2,0,100.0,100.2,0.0,0,103.82,95.25,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXFY6,-45.72,TQCB,TQCB,18,нет торгов или торги закрыты,,10.0,1
RU000A106Y96,СберИОС589,СберИОС 001Р-589R 5Г BSKRUS,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-10-29T00:00:00.0000000,0.01,2,0,108.0,0.0,0.0,0,151.33,64.86,0,0,0,RUB,RUB,RUB,RUB,RU000A106Y96,,TQCB,TQCB,18,нет торгов или торги закрыты,16,10.0,1
RU000A0JV243,РоснфтБО11,ПАО НК Роснефть БО-11,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-11-28T00:00:00.0000000,0.01,2,0,96.0,87.0,0.0,0,101.4,91.64,0,0,0,RUB,RUB,RUB,RUB,RU000A0JV243,9.55,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1040U4,СберИОС489,СберИОС 001Р-489R 5Г ИФН,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-12-07T00:00:00.0000000,0.01,2,0,101.6,103.22,0.0,0,144.62,61.99,0,0,0,RUB,RUB,RUB,RUB,RU000A1040U4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A101J33,Промсвб-16,Промсвязьбанк ПАО обл.16,MOEX,FOND,CORP,1,10000000.0,DBXXXX,2029-09-29T00:00:00.0000000,0.01,2,0,0.0,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A101J33,,TQCB,TQCB,17,нормальный период торгов,0,100000.0,1
RU000A101ZU7,ИА Абс5 01,ИА Абсолют 5 01,MOEX,FOND,CORP,1,281.6,DBXXXX,2052-12-12T00:00:00.0000000,0.01,2,0,94.51,102.51,0.0,0,143.54,61.53,0,0,0,RUB,RUB,RUB,RUB,RU000A101ZU7,-3.91,TQCB,TQCB,17,нормальный период торгов,0,2.816,1
RU000A0JVP39,КАМАЗ 12,КАМАЗ ПАО БО-12,MOEX,FOND,CORP,1,1000.0,DBXXXX,2030-07-18T00:00:00.0000000,0.01,2,0,71.5,0.0,0.0,0,90.59,73.29,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVP39,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1074A5,ИАДОМ 1P38,ДОМ.РФ Ипотечный агент БО 1P38,MOEX,FOND,CORP,1,910.9,DBXXXX,2033-09-28T00:00:00.0000000,0.01,2,0,90.02,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A1074A5,,TQCB,TQCB,17,нормальный период торгов,,9.109,1
RU000A1029S1,СберИОС360,СберИОС 001Р-360R 5Г БТЕХ ИНД,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-24T00:00:00.0000000,0.01,2,0,81.9,84.96,0.0,0,117.03,50.16,0,0,0,RUB,RUB,RUB,RUB,RU000A1029S1,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A1008Q9,Роснфт2P7,ПАО НК Роснефть 002P-07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-03-23T00:00:00.0000000,0.01,2,0,81.0,0.0,0.0,0,86.98,77.44,0,0,0,RUB,RUB,RUB,RUB,RU000A1008Q9,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1053D3,ОткрБРСО9,Открытие Брокер СО-09,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-26T00:00:00.0000000,0.01,2,0,100.69,100.73,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A1053D3,,TQCB,TQCB,18,нет торгов или торги закрыты,0,10.0,1
RU000A1024T0,СберИОС330,СберИОС 001Р-330R 5Г ВП,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-17T00:00:00.0000000,0.01,2,0,85.8,88.45,0.0,0,123.33,52.86,0,0,0,RUB,RUB,RUB,RUB,RU000A1024T0,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0JWF30,ИАМлтор1А4,ИАМультиоригинаторный 1 кл.А/4,MOEX,FOND,CORP,1,3.5,DBXXXX,2045-11-17T00:00:00.0000000,0.01,2,0,725.0,0.0,0.0,0,1680.01,720.01,0,0,0,RUB,RUB,RUB,RUB,RU000A0JWF30,,TQCB,TQCB,17,нормальный период торгов,,0.035,1
